出題文,学習者,英語答え,翻訳,ラベル
彼女を失ってはじめて、お金では買えないものがあることを知った。,I knew there is a thing not to buy money to lose her.,I had thought I could buy anything with money until I lost her.,Only after losing her did I realize that there are some things money can't buy.,1
彼女を失ってはじめて、お金では買えないものがあることを知った。,I noticed that there is something that can not buy for the first time after breaking up with my girlfriend.,I had thought I could buy anything with money until I lost her.,Only after losing her did I realize that there are some things money can't buy.,1
彼女を失ってはじめて、お金では買えないものがあることを知った。,I lost her and this was the first time for me to find out that there was cashless.,I had thought I could buy anything with money until I lost her.,Only after losing her did I realize that there are some things money can't buy.,1
円高のおかげで、最近は海外旅行が安くできるようになった。,"Recently, It is able to take abroad trips cheaply course precision en.","Thanks to the strong yen, we can travel abroad for less money these days.","Thanks to the strong yen, it is now possible to travel abroad at a lower cost these days.",1
円高のおかげで、最近は海外旅行が安くできるようになった。,"Recently, someone can go abroad to expensive yen.","Thanks to the strong yen, we can travel abroad for less money these days.","Thanks to the strong yen, it is now possible to travel abroad at a lower cost these days.",0
この箱を運ぶのにちょっと手を貸していただけませんか。,Please help me to carry this box.,Could you give me a hand with this box?,Could you please lend me a hand to carry this box?,1
この箱を運ぶのにちょっと手を貸していただけませんか。,Could you help me carry this box?,Could you give me a hand with this box?,Could you please lend me a hand to carry this box?,1
この箱を運ぶのにちょっと手を貸していただけませんか。,Could you please help us to bring this box?,Could you give me a hand with this box?,Could you please lend me a hand to carry this box?,1
この箱を運ぶのにちょっと手を貸していただけませんか。,please help me to carry the box.,Could you give me a hand with this box?,Could you please lend me a hand to carry this box?,1
その店で買い物をしていたら、旧友のジムに会いました。,I met Jim who is my old friend when I bought someone in its store.,"I was shopping I ran into Jim, an old friend of mine.","While shopping at that store, I met an old friend, Jim.",1
火災が発生してから30分後に消防隊が到着した。,Firemen came to the place of the burn 30 minutes later.,The fire brigade arrived 30 minutes after the fire broke out.,Firefighters arrived 30 minutes after the fire broke out.,0
火災が発生してから30分後に消防隊が到着した。,The firefighters arrived after the fire got started.,The fire brigade arrived 30 minutes after the fire broke out.,Firefighters arrived 30 minutes after the fire broke out.,1
火災が発生してから30分後に消防隊が到着した。,it has arrived 30 minutes later since causing a fire.,The fire brigade arrived 30 minutes after the fire broke out.,Firefighters arrived 30 minutes after the fire broke out.,0
ホワイト氏は、四人家族を養うために一生懸命働いた。,"Mr, White worked hard to grow a four-person family.",Mr. White worked hard to support a family of four.,Mr. White worked hard to support his family of four.,0
この歌を聞くといつも私たちが過ごしたニューヨークの日々を思い出す。,"When I was listening to the music, I recognized the days in New York.","When I hear this song, I’m always reminded of the days when we lived in New York.",This song always reminds me of our days in New York.,0
自分の故郷に少しも愛情を感じない人はめったにいません。,It is strange that no tendering own home.,Most people love their hometown.,Rarely does one feel the least bit of love for one's hometown.,1
自分の故郷に少しも愛情を感じない人はめったにいません。,Hardly ever don't feel emotions own town.,Most people love their hometown.,Rarely does one feel the least bit of love for one's hometown.,1
君が大学に合格するかどうかは今後1年間の君の勉強量にかかっている。,"If you want to pass the exam of uni, you should be studying hard.",Whether you pass the university entrance exam or not will depend on how much work you do over the coming year.,Your success in college will depend on how much you study over the next year.,0
君が大学に合格するかどうかは今後1年間の君の勉強量にかかっている。,you do the amount of the studying whether to pass university.,Whether you pass the university entrance exam or not will depend on how much work you do over the coming year.,Your success in college will depend on how much you study over the next year.,0
丁寧に手を洗うことが、ばい菌の広がりを食い止める最良の方法である。,It is the best way to wash hands many times in order to avoid spreading the virus. ,The best way to prevent the spread of germs is to wash your hands thoroughly.,Careful hand washing is the best way to stop the spread of germs.,1
安売りがすべての消費者の利益になるとは限らない。,Cheap sales are not in the interest of all consumers.,Not all bargains mean saving for the consumers.,Not all cheap sales are in the best interest of all consumers.,1
安売りがすべての消費者の利益になるとは限らない。,To sell is not necessary benefit of all customers.,Not all bargains mean saving for the consumers.,Not all cheap sales are in the best interest of all consumers.,1
安売りがすべての消費者の利益になるとは限らない。,Not all consumers think that cheap sales will be beneficial.,Not all bargains mean saving for the consumers.,Not all cheap sales are in the best interest of all consumers.,1
安売りがすべての消費者の利益になるとは限らない。,Bargains are not customers.,Not all bargains mean saving for the consumers.,Not all cheap sales are in the best interest of all consumers.,0
母親のわが子に対する愛情ほど美しいものはない。,No beautiful even mothers love children.,Nothing is as beautiful as a mother’s love for her children.,There is nothing more beautiful than a mother's love for her child.,1
母親のわが子に対する愛情ほど美しいものはない。,No other beautiful thing is love mother to son.,Nothing is as beautiful as a mother’s love for her children.,There is nothing more beautiful than a mother's love for her child.,1
沖縄ほど米軍基地が集中している県は日本には他にはない。,There is a USA army in Okinawa even other pri in Japan.,Nowhere in Japan are there as many U.S. military bases as in Okinawa.,No other prefecture in Japan has such a high concentration of U.S. military bases as Okinawa.,0
沖縄ほど米軍基地が集中している県は日本には他にはない。,Okinawa is only the place where so many American military bases are placed in.,Nowhere in Japan are there as many U.S. military bases as in Okinawa.,No other prefecture in Japan has such a high concentration of U.S. military bases as Okinawa.,0
沖縄ほど米軍基地が集中している県は日本には他にはない。,"No other in Japan, Okinawa prefecture",Nowhere in Japan are there as many U.S. military bases as in Okinawa.,No other prefecture in Japan has such a high concentration of U.S. military bases as Okinawa.,1
こんなすさまじい台風は生まれて始めてだ。,I`ve never found heavy taihoon the first time.,This is the worst typhoon I’ve experienced.,I had never seen such a tremendous typhoon in my life.,1
こんなすさまじい台風は生まれて始めてだ。,A typhoon is for the first time in my life. ,This is the worst typhoon I’ve experienced.,I had never seen such a tremendous typhoon in my life.,1
こんなすさまじい台風は生まれて始めてだ。,"For the first time in my life, it is a terrible typhoon.",This is the worst typhoon I’ve experienced.,I had never seen such a tremendous typhoon in my life.,0
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"Generally speaking, people become kind as they get older. ","Generally speaking, the older people get, he more broad-minded they become.","Generally speaking, people become increasingly generous as they age.",0
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"In general, Manhis age","Generally speaking, the older people get, he more broad-minded they become.","Generally speaking, people become increasingly generous as they get older.",1
一般的に言って、人は年を取るにつれて、ますます寛大になるのです。,"Generally speaking, people get generous as they get older.","Generally speaking, the older people get, he more broad-minded they become.","Generally speaking, people become increasingly generous as they age.",1
先日20年ぶりに帰省した。,I came home 20 years.,I went back to my hometown for the first time in twenty years the other day.,I recently returned home for the first time in 20 years.,1
先日20年ぶりに帰省した。,I have been to home last month since 20 years.,I went back to my hometown for the first time in twenty years the other day.,I recently returned home for the first time in 20 years.,0
こんなにいい天気は久しぶりですと地元の人が言っていた。,Local people said it is rare in this fine weather.,The local people said that it was the most beautiful day for years.,The locals said they haven't had such nice weather in a long time.,1
こんなにいい天気は久しぶりですと地元の人が言っていた。,The person from this region said it is very good weather.,The local people said that it was the most beautiful day for years.,The locals said they haven't had such nice weather in a long time.,1
の地方では、桜の花は3月の終わり頃に咲き、4月上旬に満開となる。,cherry blossom starts blooming in march and becomes full in April in this area.,"In this area, the cherry blossoms come out around the end of March, and they are at their best in early April.","In the regions of the ""Mere Old Man"", cherry blossoms bloom at the end of March and are in full bloom in early April.",1
はひどい雨だから、もうしばらくここにおいでになった方がようでしょう。,you had better be here because of heavy rain outside.,It’s pouring down outside. I think it would be better to stay here a little longer.,"It's raining hard in the morning, so I think you'd better stay here for a while longer.",0
この頃、天候が変わりやすい。,I think the weather is changing recently.,These days the weather is changeable. ,The weather is changeable at this time.,1
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,Rain sometimes in this two weeks ,"Since the rainy season set in, it has been raining off and on for nearly two weeks.",It has been raining on and off for almost two weeks now since the rainy season began.,0
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,It rains and stops from entering the rainy season.,"Since the rainy season set in, it has been raining off and on for nearly two weeks.",It has been raining on and off for almost two weeks now since the rainy season began.,0
梅雨に入ってからこの二週間近くも降ったりやんだりしている。,"After entering the Tsuyu, the rain is started or stopped many times for two weeks.","Since the rainy season set in, it has been raining off and on for nearly two weeks.",It has been raining on and off for almost two weeks now since the rainy season began.,0
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,"When it will be good weather, would you go hiking in Okutama next Sunday?",How would you like to go hiking in Okutama next Sunday if the weather is nice.,"This coming Sunday, if the weather permits, why don't we go hiking in Okutama?",0
今度の日曜日、天候がよければ奥多摩にハイキングに行きませんか。,"When shall we do hiking next summer, it will be sunny.",How would you like to go hiking in Okutama next Sunday if the weather is nice.,"This coming Sunday, if the weather permits, why don't we go hiking in Okutama?",0
天気予報によると、台風は今夜半頃、九州地方に接近するそうです。,"According to the weather forecast, the typhoon will reach the Kyushu region around midnight.",The weather repot says that the typhoon is going to hit the Kyusyu area around midnight.,"According to the weather forecast, the typhoon will approach the Kyushu area around midnight this evening.",1
東京の気候は私の故郷よりもはるかに穏やかだ。,Tokyo is a better climate than my home country.,The climate in Tokyo is much milder than that in my hometown.,The climate in Tokyo is much milder than in my hometown.,0
東京の気候は私の故郷よりもはるかに穏やかだ。,The weather in Tokyo is more liveable than in my local region.,The climate in Tokyo is much milder than that in my hometown.,The climate in Tokyo is much milder than in my hometown.,1
今年の冬は例年になく雪が多い。,This winter has a lot of snow.,We’ve had more snow than usual this winter.,This winter has been unusually snowy.,0
こんなに大雪になったのは20年ぶりだ。,It is heavy snow to become 20 years before.,This is the heaviest snowfall we’ve had for the past twenty years.,It has been 20 years since we have had such a heavy snowfall.,0
こんなに大雪になったのは20年ぶりだ。,Such large snow is the first time after the large snow twenty years ago.,This is the heaviest snowfall we’ve had for the past twenty years.,It has been 20 years since we have had such a heavy snowfall.,0
道が混んでいてバスが予定より20分も遅れたものですから。,"Because of the heavy traffic, the bus was late 20 minutes as it scheduled.","The traffic was heavy, so my bus came twenty minutes late.",The bus was 20 minutes behind schedule due to congestion on the roads.,0
道が混んでいてバスが予定より20分も遅れたものですから。,Because the bus was delayed for 20 minutes by the road traffic.,"The traffic was heavy, so my bus came twenty minutes late.",The bus was 20 minutes behind schedule due to congestion on the roads.,0
道が混んでいてバスが予定より20分も遅れたものですから。,Because of crowding away ,"The traffic was heavy, so my bus came twenty minutes late.",The bus was 20 minutes behind schedule due to congestion on the roads.,0
私は自動車を運転してほとんど30年になるが、幸いこれまで事故にあったことがない。,"I have never ever had an accident, even though I have taken car 30 yards.","I have been driving for almost thirty years, but fortunately I have never had an accident.",I have been driving a car for almost 30 years and fortunately have never had an accident.,1
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I had shocked to see the nursery kid had a bump of truck this traffic jam this street.,I was shocked at how a small child was run over by a truck at this corner.,I was shocked to see a kindergartner hit by a truck at the intersection of these streets.,1
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked that I bumped into the accident in which a truck drove away a kindergarten student on the crossroad in this street.,I was shocked at how a small child was run over by a truck at this corner.,I was shocked to see a kindergartner hit by a truck at the intersection of these streets.,1
幼稚園児がこの通りの交差点でトラックにはねられているのを見て、ショックを受けた。,I was shocked that a younger child was attacked by a track crossroad of the way.,I was shocked at how a small child was run over by a truck at this corner.,I was shocked to see a kindergartner hit by a truck at the intersection of these streets.,0
もし彼がその電車に乗っていたら、事故に巻き込まれたでしょう。,It should make an accident if he were to ride on that train.,"If he had been on the train, he would have been in the accident.","If he had been on that train, he would have been involved in an accident.",1
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,"It takes a day to go to Tokyo from Osaka by car, but it takes an hour by airplane.","It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",1
東京から大阪までは車で行くと、一日がかりですが、飛行機で行くと、一時間です。,it cozies a day Tokyo to Osaka by car but minutes by train.,"It would take a whole day to get to Osaka from Tokyo by car, but only an hour by plane.","It takes a full day to get from Tokyo to Osaka by car, but only an hour by plane.",1
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,I stood all the time because the bus and train were very crowded.,"Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",1
電車もバスもすし詰めで、ずっと立ちっぱなしだった。,The trains and buses were so crowded that I have to stand the whole time.,"Both the train and the bus were jam-packed, so I had to stand all the way.","The trains and buses were packed, and I was on my feet the whole time.",1
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,I have to know idea people`s thinking are various that hobby as well.,Different people like different things. You can't tell what someone is interested in.,Different people have different ideas. You never know who has what kind of hobbies.,1
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,People have a different thoughts. It is not predictable that individuals have what kind of hobby.,Different people like different things. You can't tell what someone is interested in.,Different people have different ideas. You never know who has what kind of hobbies.,1
人によって考え方はまちまち。誰がどんな趣味を持っているのかはわからぬものだ。,A person is different from thinking. I do not know who has a hobby.,Different people like different things. You can't tell what someone is interested in.,Different people have different ideas. You never know who has what kind of hobbies.,1
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,"I have had over 2 o`clock, to make me fever reading scorer novel last night.",That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,1
昨夜はあの探偵小説について夢中になって、午前2時まで夜ふかししてしまったよ。,I stayed away from by 2 am because I was into the mystery novel last night.,That detective story was so good I couldn't put it down until two this morning.,I was so engrossed last night about that detective novel that I stayed up until 2 am!,1
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,no ambitious this Nobel just made to read even I have ever read books.,The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",1
今までに私が読んだ多くの本の中で、今ちょうど読み終わった小説ほど感銘を受けた本はない。,This novel that I have just finished reading is the most impressive one among the others that I read so far,The novel I've just finished is the best one I've ever read.,"Of the many books I have read, none have impressed me as much as the novel I just finished reading.",1
本を読むには、積極的に想像力を働かさなければならないからです。,Because you need to use your imagination when you read books.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","This is because to read a book, you must actively use your imagination.",1
本を読むには、積極的に想像力を働かさなければならないからです。,"To read a book, you need to use your imagination actively.","If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","This is because to read a book, you must actively use your imagination.",1
本を読むには、積極的に想像力を働かさなければならないからです。,To read a book must be imagined.,"If you want to get the most out of book, you have to make a conscious effor to stretch your imagination.","This is because to read a book, you must actively use your imagination.",1
読書は我々が子供に伝えなければならない文化遺産の一部だということを忘れてはならない。,Reading a book ,We should bear in mind that reading is a part of our cultural heritage that we must hand down to our children.,We must remember that reading is part of our cultural heritage that we must pass on to our children.,0
ウィスキーのボトルを2本も空けて車を運転するのは危険だ。,It is a very dangerous driving car after drinking 2 bottles of whisky.,It would be dangerous to drink two bottles of whiskey and drive a car.,Driving a car with two open bottles of whiskey is dangerous.,1
日本の高校生の大半が、大学入試に備えるために塾に行く。,Most high school students in Japan go to Juku to prepare for the entrance exam.,Most Japanese high school students go to a cram school to prepare for college entrance exams.,The majority of Japanese high school students go to cram schools to prepare for college entrance exams.,0
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,I was asked by an elderly woman sitting next seat on the train where I was going.,An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,0
列車で隣に座ったおばあさんに、どこまで行くのと尋ねられた。,"I was asked an old mother who I was sitting side by side a train, she said where do you going?",An elderly woman sitting next to me on the train asked me where I was going.,An old lady sitting next to me on the train asked me how far I was going.,1
大地震がいつどこで起こるのかは予測不可能だ。,It is noimpposibe to make a big earthquake.,It is impossible to predict where and when there will be a major earthquake.,It is impossible to predict when and where a major earthquake will strike.,1
大地震がいつどこで起こるのかは予測不可能だ。,It is unexpected that where big earthquakes occur,It is impossible to predict where and when there will be a major earthquake.,It is impossible to predict when and where a major earthquake will strike.,0
大地震がいつどこで起こるのかは予測不可能だ。,We don't know when and where the big earthquake will occur. ,It is impossible to predict where and when there will be a major earthquake.,It is impossible to predict when and where a major earthquake will strike.,0
大地震がいつどこで起こるのかは予測不可能だ。,It is not expected to cause a huge earthquake.,It is impossible to predict where and when there will be a major earthquake.,It is impossible to predict when and where a major earthquake will strike.,0
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,I was worried that even Tom has made a job.,"Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",1
トムは万事うまくいくと言い張ったが、私は心配で仕方なかった。,"Even though Tom said there was no problem, I was very concerned.","Tom insisted that everythig would be all right, but I couldn't help feeling worried.","Tom insisted that all would be well, but I was worried.",0
僕の発言が彼女を傷つけるなんで思いもしなかった。,"I had no idea, what I said hurt her.",It never occurred to me that my remark might hurt her feelings.,It never occurred to me that what I said would hurt her.,1
大学を卒業したら海外で仕事を探すことに決めている。,I decided to find a job when I will graduate college.,I've decided to look for a job abroad when I graduate from college.,He has decided to look for a job abroad after he graduates from college.,0
10代の頃、父の仕事の関係でカナダに3年間住んだことがある。,I have lived in Canada as a teenager because of my father's work.,I lived in Canada for three years when I was in my teens because my father was transferred there.,"When I was a teenager, I lived in Canada for three years because of my father's work.",1
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"Because of the internet, sales of a personal computer been increasing in this several years.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",0
インターネットの普及とともに、ここ数年、パソコンの売り上げが急速に伸びている。,"In the latest years, sales of a computer suddenly incline by the spending of internet.","The Internet is widely used, so sales of personal computers have been rapidly increasing over the last few years. ","Along with the spread of the Internet, sales of personal computers have been growing rapidly over the past few years.",0
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"I don't wear glasses now, so I don't understand what that sign says.","I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't know what that marker says.",1
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,I can't understand the sign because I don't wear eyeglasses.,"I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't know what that marker says.",0
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"Because I don't have my glasses now, I don't know what the poster says.","I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't know what that marker says.",1
今はめがねをかけていないので、あの標示に何と書いてあるのかわかりません。,"As I don't wear glasses now, I can't read what's on the sign.","I'm not wearing glasses now, so I can't make out what the sign says.","I don't wear glasses now, so I don't know what that marker says.",0
人間は5~6歳になる頃には、思ったことを表現できる能力を持つようになる。,They have the ability to express what they think at the age of 5 or 6.,Humans learn to express what they think by the age of five or six.,"By the age of 5~6, humans have the ability to express what they think.",1
先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,I made it for your drawing map. ,"Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map I had drawn the other day, I was able to get here without getting lost.",1
先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"Thanks to the map written the other day, I was able to come here.","Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map I had drawn the other day, I was able to get here without getting lost.",1
先日描いてもらった地図のおかげで、迷わずにここまで来ることができました。,"I thanks to draw a map, I could come here soon.","Thanks to the map you drew me the other day, I managed to get here without getting lost.","Thanks to the map I had drawn the other day, I was able to get here without getting lost.",1
ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,I can't recognize Bob because of the change when I met him in the class.,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,1
ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"When I met Bob last class reunion, he changed a lot so I didn't recognize him.","Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0
ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,"Bob was so different, I didn't realize him when I met him in the previous classroom.","Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0
ボブはずいぶんと変わっていたので、このまえのクラスで会った時に彼だと分からなかった。,I do not know Bob after classroom because he is very changing.,"Bob had changed a lot, so when I saw him at a class reunion, I dind't recognize him.",Bob had changed so much that I didn't recognize him when I met him in class the other day.,0
昨日は数学の予習に追われて4時まで起きていたので、とても眠い。,"I have studied mas until 4 o`clock, I am very sleepy.","I stayed up till four last night preparing for the math lesson, so I feel very sleepy.","I was very sleepy yesterday because I was up until 4:00 am, busy with my math prep.",0
図書館から昨日借りてきた小説を読み終えたので、今はすることがない。,I have nothing now even I already read the Nobel book yesterday from the library.,"I've finished reading the novel I borrowed from the library yesterday, so now I have nothing to do.","I finished reading a novel I borrowed yesterday from the library, so now I have nothing to do.",0
